name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,lat,long
McDowell Technical Community College,North Carolina,NC,Public,2 Year,NA,2333,2333,8093,8093,35.759573,-79.0193
Meredith College,North Carolina,NC,Private,4 Year,10930,37176,48106,37176,48106,35.759573,-79.0193
Methodist University,North Carolina,NC,Private,4 Year,12890,33846,46736,33846,46736,35.759573,-79.0193
Mid-Atlantic Christian University,North Carolina,NC,Private,4 Year,8600,14400,23000,14400,23000,35.759573,-79.0193
Mitchell Community College,North Carolina,NC,Public,2 Year,NA,2348,2348,8108,8108,35.759573,-79.0193
Montgomery Community College,North Carolina,NC,Public,2 Year,NA,2385,2385,8145,8145,35.759573,-79.0193
Montreat College,North Carolina,NC,Private,4 Year,9149,26670,35819,26670,35819,35.759573,-79.0193
Nash Community College,North Carolina,NC,Public,2 Year,NA,2900,2900,9700,9700,35.759573,-79.0193
North Carolina Agricultural and Technical State University,North Carolina,NC,Public,4 Year,7624,6612,14236,19822,27446,35.759573,-79.0193
North Carolina Central University,North Carolina,NC,Public,4 Year,8909,6348,15257,19055,27964,35.759573,-79.0193
North Carolina State University,North Carolina,NC,Public,4 Year,11078,9101,20179,28444,39522,35.759573,-79.0193
North Carolina Wesleyan College,North Carolina,NC,Private,4 Year,10800,31000,41800,31000,41800,35.759573,-79.0193
Pamlico Community College,North Carolina,NC,Public,2 Year,NA,2323,2323,8083,8083,35.759573,-79.0193
Pfeiffer University,North Carolina,NC,Private,4 Year,11226,30234,41460,30234,41460,35.759573,-79.0193
Piedmont Community College,North Carolina,NC,Public,2 Year,NA,2544,2544,8688,8688,35.759573,-79.0193
Piedmont International University,North Carolina,NC,Private,4 Year,7810,10970,18780,10970,18780,35.759573,-79.0193
Pitt Community College,North Carolina,NC,Public,2 Year,NA,2354,2354,8114,8114,35.759573,-79.0193
Queens University of Charlotte,North Carolina,NC,Private,4 Year,10860,34684,45544,34684,45544,35.759573,-79.0193
Randolph Community College,North Carolina,NC,Public,2 Year,NA,2383,2383,8143,8143,35.759573,-79.0193
Richmond Community College,North Carolina,NC,Public,2 Year,NA,2344,2344,8104,8104,35.759573,-79.0193
Roanoke-Chowan Community College,North Carolina,NC,Public,2 Year,NA,2490,2490,8250,8250,35.759573,-79.0193
Robeson Community College,North Carolina,NC,Public,2 Year,NA,2394,2394,8154,8154,35.759573,-79.0193
Rockingham Community College,North Carolina,NC,Public,2 Year,NA,2376,2376,8136,8136,35.759573,-79.0193
Rowan-Cabarrus Community College,North Carolina,NC,Public,2 Year,NA,2409,2409,8169,8169,35.759573,-79.0193
Saint Augustine's University,North Carolina,NC,Private,4 Year,7692,17890,25582,17890,25582,35.759573,-79.0193
Salem College,North Carolina,NC,Private,4 Year,11850,29416,41266,29416,41266,35.759573,-79.0193
Sampson Community College,North Carolina,NC,Public,2 Year,NA,2357,2357,8117,8117,35.759573,-79.0193
Sandhills Community College,North Carolina,NC,Public,2 Year,NA,2446,2446,8206,8206,35.759573,-79.0193
Shaw University,North Carolina,NC,Private,4 Year,8158,16480,24638,16480,24638,35.759573,-79.0193
South Piedmont Community College,North Carolina,NC,Public,2 Year,NA,2515,2515,8275,8275,35.759573,-79.0193
Southeastern Community College,North Carolina,NC,Public,2 Year,NA,2437,2437,8197,8197,35.759573,-79.0193
Southwestern Community College,North Carolina,NC,Public,2 Year,NA,2371,2371,8131,8131,35.759573,-79.0193
St. Andrews University,North Carolina,NC,Private,4 Year,10706,26648,37354,26648,37354,35.759573,-79.0193
Stanly Community College,North Carolina,NC,Public,2 Year,NA,2673,2673,8817,8817,35.759573,-79.0193
Surry Community College,North Carolina,NC,Public,2 Year,NA,2383,2383,8143,8143,35.759573,-79.0193
Tri-County Community College,North Carolina,NC,Public,2 Year,NA,2339,2339,8099,8099,35.759573,-79.0193
University of Mount Olive,North Carolina,NC,Private,4 Year,8550,20600,29150,20600,29150,35.759573,-79.0193
University of North Carolina at Asheville,North Carolina,NC,Public,4 Year,9106,7145,16251,23868,32974,35.759573,-79.0193
